path	scope	product_mode	product_blob	final_mode	final_blob	comparison
app/docs/work-metrics.md	app	100644	c504c0c746b576aa2a58c93ce3ac631c40b43358	100644	c504c0c746b576aa2a58c93ce3ac631c40b43358	product_exact
app/docs/work-summary-api.md	app	100644	d9973b18d536796b13a23454497cae3bfde18f7b	100644	d9973b18d536796b13a23454497cae3bfde18f7b	product_exact
app/domains/inbound-nda/constants.mjs	app;app/domains	100644	1366d6112bb7363629282f5ea4d9a4854a74b553	100644	1366d6112bb7363629282f5ea4d9a4854a74b553	product_exact
app/domains/inbound-nda/fixtures.mjs	app;app/domains	100644	16eac717892b20d806495a7309e7418f506d7664	100644	16eac717892b20d806495a7309e7418f506d7664	product_exact
app/domains/inbound-nda/index.mjs	app;app/domains	100644	01b226c2506477b1e8471942bffda62d3c39bc96	100644	01b226c2506477b1e8471942bffda62d3c39bc96	product_exact
app/domains/inbound-nda/rules.mjs	app;app/domains	100644	15b26b7f6d74385a6401f24c3fa1596b89acf140	100644	15b26b7f6d74385a6401f24c3fa1596b89acf140	product_exact
app/domains/inbound-nda/serialization.mjs	app;app/domains	100644	9f36eeb10961ab7a1462005d94b6536a66785d7c	100644	9f36eeb10961ab7a1462005d94b6536a66785d7c	product_exact
app/extensions/attention-adapter.mjs	app	100644	b3027331c4eb7c7970ae291bc22cde955e43b2a0	100644	b3027331c4eb7c7970ae291bc22cde955e43b2a0	product_exact
app/extensions/catalog.mjs	app	100644	ae9c0702e8c3f7b37edf0ba7114707f808332f30	100644	ae9c0702e8c3f7b37edf0ba7114707f808332f30	product_exact
app/extensions/evidence-memo/index.mjs	app	100644	9a536adf4801cbaf8f4c6ef171d54af00086ac8b	100644	9a536adf4801cbaf8f4c6ef171d54af00086ac8b	product_exact
app/extensions/evidence-memo/manifest.mjs	app	100644	c99539e12f5282f4893982c2e5e16f1df5200440	100644	c99539e12f5282f4893982c2e5e16f1df5200440	product_exact
app/extensions/evidence-memo/renderer.mjs	app	100644	b4e644c79e6b51a9ca4f7fe7d290cf42eca79bb6	100644	b4e644c79e6b51a9ca4f7fe7d290cf42eca79bb6	product_exact
app/extensions/evidence-memo/server/core-client.mjs	app	100644	3839c01a560fe1f30f58420f13fde55ec4056257	100644	3839c01a560fe1f30f58420f13fde55ec4056257	product_exact
app/extensions/file-memo-policy.mjs	app	100644	f1eaca14468c5d20b7b6fe593bc62550281f3537	100644	f1eaca14468c5d20b7b6fe593bc62550281f3537	product_exact
app/extensions/governance-adapter.mjs	app	100644	dc0363d1ebc81ce80b46cba02bd0058b3030ea55	100644	dc0363d1ebc81ce80b46cba02bd0058b3030ea55	product_exact
app/extensions/inbound-nda/index.mjs	app	100644	aceb43f3642ef3580b264b8c60aa30177ebf36af	100644	aceb43f3642ef3580b264b8c60aa30177ebf36af	product_exact
app/extensions/inbound-nda/renderer.mjs	app	100644	7f5d63c2b494fabb0cf44fac49abe10f7962943f	100644	7f5d63c2b494fabb0cf44fac49abe10f7962943f	product_exact
app/extensions/probe/index.mjs	app	100644	6f70066a14e16e6b817a357540ab95216294a777	100644	6f70066a14e16e6b817a357540ab95216294a777	product_exact
app/extensions/work-adapter.mjs	app	100644	5eb7b1291b732ddc73295c62f273c65b82a02e91	100644	5eb7b1291b732ddc73295c62f273c65b82a02e91	product_exact
app/harness/child-execution.mjs	app	100644	d536dac47bc7d038be91f6da008d3a65fe929dcd	100644	d536dac47bc7d038be91f6da008d3a65fe929dcd	product_exact
app/harness/coordination-state.mjs	app	100644	72bc95b89bab13e80431de0f828f919c11cb5d65	100644	72bc95b89bab13e80431de0f828f919c11cb5d65	product_exact
app/harness/coordination.mjs	app	100644	854df13bfd468236280f80bfb6750133e03713bb	100644	854df13bfd468236280f80bfb6750133e03713bb	product_exact
app/harness/tools.mjs	app	100644	6b76e207bd96688c55a37a04e62a9ce50c17d5ec	100644	6b76e207bd96688c55a37a04e62a9ce50c17d5ec	product_exact
app/package-lock.json	app	100644	daca1fb53a6bdb7b040a639bc6d9e87813368f8f	100644	daca1fb53a6bdb7b040a639bc6d9e87813368f8f	product_exact
app/package.json	app	100644	ffa0c70404f43f67870965d42e9b8f79027909f9	100644	ffa0c70404f43f67870965d42e9b8f79027909f9	product_exact
app/runtime/artifact-history.mjs	app	100644	e536e1b2801c454d0eb615dda6a261c5d31696fe	100644	e536e1b2801c454d0eb615dda6a261c5d31696fe	product_exact
app/runtime/attention-tools.mjs	app	100644	e3973c675e59f6dab00e9f436e3b26edfca868f7	100644	e3973c675e59f6dab00e9f436e3b26edfca868f7	product_exact
app/runtime/control-contract.d.ts	app	100644	ac1cd877bf66bde1af589361e7ed2c58d2f1b583	100644	ac1cd877bf66bde1af589361e7ed2c58d2f1b583	product_exact
app/runtime/control-plane.mjs	app	100644	da0c30bcca777b8dc1d76a7e56ad54abc0bcad4c	100644	da0c30bcca777b8dc1d76a7e56ad54abc0bcad4c	product_exact
app/runtime/control-tools.mjs	app	100644	f764e8ca6ec70ea08eda2024e22d09dc44da7290	100644	f764e8ca6ec70ea08eda2024e22d09dc44da7290	product_exact
app/runtime/extension-registry.mjs	app	100644	cf607e0343efcf032e9af672aa85817b2168c051	100644	cf607e0343efcf032e9af672aa85817b2168c051	product_exact
app/runtime/fake-provider.mjs	app	100644	9694bf5609563d2262a26a62e27028866803ac22	100644	9694bf5609563d2262a26a62e27028866803ac22	product_exact
app/runtime/governance-tools.mjs	app	100644	3a0dddf98fea586214473e188b80e34ae59533b5	100644	3a0dddf98fea586214473e188b80e34ae59533b5	product_exact
app/runtime/grep-worker.mjs	app	100644	0c811e25912bc319d6113e70d5c313bd2f8b78d5	100644	0c811e25912bc319d6113e70d5c313bd2f8b78d5	product_exact
app/runtime/mcp-manager.mjs	app	100644	055e66223a91eec4a4aade665f8d96af488e9573	100644	055e66223a91eec4a4aade665f8d96af488e9573	product_exact
app/runtime/pi-session-runtime.mjs	app	100644	9697c913ecdc50d98b79fb272cea623a306e163a	100644	9697c913ecdc50d98b79fb272cea623a306e163a	product_exact
app/runtime/request-telemetry.mjs	app	100644	6262afe295cfee1ec53e963adc9ac6216d78b1ca	100644	6262afe295cfee1ec53e963adc9ac6216d78b1ca	product_exact
app/runtime/source-coordinates.mjs	app	100644	c0a47814742fddfff61a7a4195b855c35ae3ce17	100644	c0a47814742fddfff61a7a4195b855c35ae3ce17	product_exact
app/runtime/source-resolver.d.ts	app	100644	86a87818bf5447d39ee4d6feaef83035270dd152	100644	86a87818bf5447d39ee4d6feaef83035270dd152	product_exact
app/runtime/source-resolver.mjs	app	100644	7b70c10fed281020f26cea755d3d4cad88401bff	100644	7b70c10fed281020f26cea755d3d4cad88401bff	product_exact
app/runtime/test-hooks.mjs	app	100644	be5b625f88e1eab94d15d65c8241f888024679de	100644	be5b625f88e1eab94d15d65c8241f888024679de	product_exact
app/runtime/workspace-tools.mjs	app	100644	30db8330f58bd0e12e083565a593789f56cc2272	100644	30db8330f58bd0e12e083565a593789f56cc2272	product_exact
app/scripts/attention-fixture.mjs	app	100644	348af40bbbbc49073de31f395abc8e179cc2b68c	100644	348af40bbbbc49073de31f395abc8e179cc2b68c	product_exact
app/scripts/file-candidate-fixture.mjs	app	100644	e73bc9384b6da3083fd8ac0bc5d9f311a3afb553	100644	e73bc9384b6da3083fd8ac0bc5d9f311a3afb553	product_exact
app/scripts/runtime-smoke.mjs	app	100644	d02855bfb69d4b42fa6ee69492955ff80993b5ba	100644	d02855bfb69d4b42fa6ee69492955ff80993b5ba	product_exact
app/scripts/work-core-fixture.mjs	app	100644	1ed6be6992be106ec943837a9733c68f8af55741	100644	1ed6be6992be106ec943837a9733c68f8af55741	product_exact
app/server/async-task-state.mjs	app	100644	8ba70ed9e0bfde2bda7f751c5d72b60a75212f9d	100644	8ba70ed9e0bfde2bda7f751c5d72b60a75212f9d	product_exact
app/server/async-task-view.mjs	app	100644	be2247c69c4b800944d6ebb1c938cc59fe503e29	100644	be2247c69c4b800944d6ebb1c938cc59fe503e29	product_exact
app/server/async-tasks.mjs	app	100644	a4376beb6e428dbc1333f0ef030c4536dcf7f255	100644	a4376beb6e428dbc1333f0ef030c4536dcf7f255	product_exact
app/server/cli.mjs	app	100644	07b9ffca9911394143514da09de32f87eb68e090	100644	07b9ffca9911394143514da09de32f87eb68e090	product_exact
app/server/credential-file.mjs	app	100644	06a060f13a4d4ddcb82030819ce489f9ac5d9bb3	100644	06a060f13a4d4ddcb82030819ce489f9ac5d9bb3	product_exact
app/server/index.mjs	app	100644	60669723b1f5e26f2a1a00d8ee904cbf03c85250	100644	60669723b1f5e26f2a1a00d8ee904cbf03c85250	product_exact
app/server/provider-connections.mjs	app	100644	7527cff9d151d9dae67f768f386bf2ab18cdfe1a	100644	7527cff9d151d9dae67f768f386bf2ab18cdfe1a	product_exact
app/server/provider-fields.mjs	app	100644	de931d5ef2b154926461806aa84ba44994650121	100644	de931d5ef2b154926461806aa84ba44994650121	product_exact
app/server/provider-preview.mjs	app	100644	a5a65c13aca0f9a7f15c18e2beeef9ba713807ef	100644	a5a65c13aca0f9a7f15c18e2beeef9ba713807ef	product_exact
app/server/runtime-lock.mjs	app	100644	0ae023e0a9c8ae483eff77c9b4b4ba854c8e1b0e	100644	0ae023e0a9c8ae483eff77c9b4b4ba854c8e1b0e	product_exact
app/server/runtime-lock.py	app	100644	6448ac9ea22b8a9791d95a65e6757beac9ddbd37	100644	6448ac9ea22b8a9791d95a65e6757beac9ddbd37	product_exact
app/server/runtime.mjs	app	100644	814a308d391b591dd3c6aac33b29358b8abf8c6a	100644	814a308d391b591dd3c6aac33b29358b8abf8c6a	product_exact
app/server/service.mjs	app	100644	605dbd5179f7c03591dad6b6f0a2a4f0ada64044	100644	605dbd5179f7c03591dad6b6f0a2a4f0ada64044	product_exact
app/server/store.mjs	app	100644	b9cc4cb0c3bc7171ccb4392ab3645473fe97fc57	100644	b9cc4cb0c3bc7171ccb4392ab3645473fe97fc57	product_exact
app/server/usage-details.mjs	app	100644	df8953a0b556257212a0e694a895d60376a7dd16	100644	df8953a0b556257212a0e694a895d60376a7dd16	product_exact
app/server/work-metrics.mjs	app	100644	59ea65c1fdc2b37ceb0b110da181e19c5688fd25	100644	59ea65c1fdc2b37ceb0b110da181e19c5688fd25	product_exact
app/server/work-summary.mjs	app	100644	ff94d8ddd79c337c53abad300dc63e0b4ad5a96b	100644	ff94d8ddd79c337c53abad300dc63e0b4ad5a96b	product_exact
app/tests/answer-admission-race.test.mjs	app;full-test-glob	100644	c1a9594f3a6e09b378095aaedae23ec00554c839	100644	c1a9594f3a6e09b378095aaedae23ec00554c839	product_exact
app/tests/architecture-boundaries.test.mjs	app;full-test-glob	100644	88c14793340aff0a0924bad4af2fdb47de1a2668	100644	88c14793340aff0a0924bad4af2fdb47de1a2668	product_exact
app/tests/architecture-maintenance.test.mjs	app;full-test-glob	100644	d555ce0abdb33e3c835fdaf551f73d0fac40ccd6	100644	d555ce0abdb33e3c835fdaf551f73d0fac40ccd6	product_exact
app/tests/artifact-history-storage.test.mjs	app;full-test-glob	100644	9ae2e36418447b4a2b8f34f903528146b5cdfb5f	100644	9ae2e36418447b4a2b8f34f903528146b5cdfb5f	product_exact
app/tests/artifact-history.test.mjs	app;full-test-glob	100644	83a181601e38e4fa9261d258380aa9237759b617	100644	83a181601e38e4fa9261d258380aa9237759b617	product_exact
app/tests/async-boundaries-independent.test.mjs	app;full-test-glob	100644	26921d4c0299798f310ff65269e256af30a8f056	100644	26921d4c0299798f310ff65269e256af30a8f056	product_exact
app/tests/async-fixture.test.mjs	app;full-test-glob	100644	d1478913aa0ea523abf45d3f6694f2f661428531	100644	d1478913aa0ea523abf45d3f6694f2f661428531	product_exact
app/tests/async-protocol.test.mjs	app;full-test-glob	100644	af1ab5899d37dd10ccb97abb92817eb31c286d53	100644	af1ab5899d37dd10ccb97abb92817eb31c286d53	product_exact
app/tests/async-recovery-independent.test.mjs	app;full-test-glob	100644	80f23815f25923248a70c2fe538973ea7f84e5d1	100644	80f23815f25923248a70c2fe538973ea7f84e5d1	product_exact
app/tests/async-task-view.test.mjs	app;full-test-glob	100644	635ccdbcd3ae979e445e5f62ecd60a32fcc64dda	100644	635ccdbcd3ae979e445e5f62ecd60a32fcc64dda	product_exact
app/tests/async-tasks.test.mjs	app;full-test-glob	100644	d56e6ac0cf44687b7292d220e883b695cdc5ba35	100644	d56e6ac0cf44687b7292d220e883b695cdc5ba35	product_exact
app/tests/attention-actions.test.mjs	app;full-test-glob	100644	4a6180a6cc06de269518bacd2916cdfff72b5137	100644	4a6180a6cc06de269518bacd2916cdfff72b5137	product_exact
app/tests/attention-agent.test.mjs	app;full-test-glob	100644	eeb3cb898c1b9ac7aa2e8d168538b390eec0cba5	100644	eeb3cb898c1b9ac7aa2e8d168538b390eec0cba5	product_exact
app/tests/attention-core.test.mjs	app;full-test-glob	100644	d83ce80c918a29550635161eddebfbb339e8eae8	100644	d83ce80c918a29550635161eddebfbb339e8eae8	product_exact
app/tests/attention-fixtures.mjs	app;full-test-glob	100644	875064c7ce9b88f1bdb1b9bf13da1efc03a5f943	100644	875064c7ce9b88f1bdb1b9bf13da1efc03a5f943	product_exact
app/tests/attention-github-fixture.test.mjs	app;full-test-glob	100644	07dc8f1a011fac1080b1f75714f01bebb851318a	100644	07dc8f1a011fac1080b1f75714f01bebb851318a	product_exact
app/tests/attention-gmail-fixture.test.mjs	app;full-test-glob	100644	613eb25dbf9781e131e0634a1e954692dafa89ea	100644	613eb25dbf9781e131e0634a1e954692dafa89ea	product_exact
app/tests/attention-http.test.mjs	app;full-test-glob	100644	5709d24ce331f439da621dc70077217ec5bf4e72	100644	5709d24ce331f439da621dc70077217ec5bf4e72	product_exact
app/tests/attention-recovery.test.mjs	app;full-test-glob	100644	51701395e1889e9dab69076597d96355ca3cc694	100644	51701395e1889e9dab69076597d96355ca3cc694	product_exact
app/tests/attention-trace-fixture.test.mjs	app;full-test-glob	100644	6425b155dbf9b468400f0031bbb33fe8d003f550	100644	6425b155dbf9b468400f0031bbb33fe8d003f550	product_exact
app/tests/attention-triage-recovery.test.mjs	app;full-test-glob	100644	179782f4f4bd490659e8f5a985ced0e605e1837b	100644	179782f4f4bd490659e8f5a985ced0e605e1837b	product_exact
app/tests/attention-triage.test.mjs	app;full-test-glob	100644	d10c25af0fc9f8a337c7c39c7f32c4eca724d587	100644	d10c25af0fc9f8a337c7c39c7f32c4eca724d587	product_exact
app/tests/cancel.test.mjs	app;full-test-glob	100644	69cba57c79c25052225117ec7294787127ef4747	100644	69cba57c79c25052225117ec7294787127ef4747	product_exact
app/tests/chat-work-shell.test.mjs	app;full-test-glob	100644	b9a320ce6e31ee86825e97f2d4e7b955d5505ba0	100644	b9a320ce6e31ee86825e97f2d4e7b955d5505ba0	product_exact
app/tests/compaction-lifecycle.test.mjs	app;full-test-glob	100644	3ee4465a714144b91466a09557e196ff04ed8247	100644	3ee4465a714144b91466a09557e196ff04ed8247	product_exact
app/tests/compaction-runtime.test.mjs	app;full-test-glob	100644	a95fdd778cb16b6aacfd91e8a1ed4926bd3066ad	100644	a95fdd778cb16b6aacfd91e8a1ed4926bd3066ad	product_exact
app/tests/control-plane.test.mjs	app;full-test-glob	100644	010bdd8296539d301a0a1cb905cf90af4575b94b	100644	010bdd8296539d301a0a1cb905cf90af4575b94b	product_exact
app/tests/coordination-view.test.mjs	app;full-test-glob	100644	c56e219554de2352c59b125b083ead1757e923a0	100644	c56e219554de2352c59b125b083ead1757e923a0	product_exact
app/tests/coordination.test.mjs	app;full-test-glob	100644	a84ba572cd9d9b437c73128791423f3cee4139a6	100644	a84ba572cd9d9b437c73128791423f3cee4139a6	product_exact
app/tests/credentials.test.mjs	app;full-test-glob	100644	48e0d4fc1c1e51ea5571672f3c63e96061975161	100644	48e0d4fc1c1e51ea5571672f3c63e96061975161	product_exact
app/tests/durability.test.mjs	app;full-test-glob	100644	dbc8f7c7122176359557adc4041e6a50c7b0b5b4	100644	dbc8f7c7122176359557adc4041e6a50c7b0b5b4	product_exact
app/tests/execution-file-candidates.test.mjs	app;full-test-glob	100644	d6243c3fcaa5af7afec76693d6d8f7593d0bbcb4	100644	d6243c3fcaa5af7afec76693d6d8f7593d0bbcb4	product_exact
app/tests/execution-file-continuity.test.mjs	app;full-test-glob	100644	5dbfac7ac8086378c15cd15b67af7da2c427f9f5	100644	5dbfac7ac8086378c15cd15b67af7da2c427f9f5	product_exact
app/tests/extension-restart.test.mjs	app;full-test-glob	100644	05b947fb05a1ed29664ce3a85beeaba4945ad6ab	100644	05b947fb05a1ed29664ce3a85beeaba4945ad6ab	product_exact
app/tests/extension-run.test.mjs	app;full-test-glob	100644	337e57cbe9859de0f4317c0db82f41dadb5ed21b	100644	337e57cbe9859de0f4317c0db82f41dadb5ed21b	product_exact
app/tests/fixtures/architecture-maintenance/request-baseline.json	app;full-test-glob	100644	7eeac8d955a3eb9cf5fea400d67bd5b3b6b7b061	100644	7eeac8d955a3eb9cf5fea400d67bd5b3b6b7b061	product_exact
app/tests/fixtures/async-loop/contract.mjs	app;full-test-glob	100644	084df6864540341157fc71f6ea76c419c995867e	100644	084df6864540341157fc71f6ea76c419c995867e	product_exact
app/tests/fixtures/async-loop/fixture-child.mjs	app;full-test-glob	100644	8b7d512abae57567a373876bce6ff1c1bf0ea55f	100644	8b7d512abae57567a373876bce6ff1c1bf0ea55f	product_exact
app/tests/fixtures/async-loop/fixture-provider.mjs	app;full-test-glob	100644	3e655e0a22bce392c600fedd04731bc0ff21f492	100644	3e655e0a22bce392c600fedd04731bc0ff21f492	product_exact
app/tests/fixtures/async-loop/host-adapter.mjs	app;full-test-glob	100644	b8529f16074826266873662bfcdb66e4b54bbc68	100644	b8529f16074826266873662bfcdb66e4b54bbc68	product_exact
app/tests/fixtures/async-loop/host-child.mjs	app;full-test-glob	100644	2166afffdc211e0ac52c15011e73d97ca30afe7c	100644	2166afffdc211e0ac52c15011e73d97ca30afe7c	product_exact
app/tests/fixtures/async-loop/index.mjs	app;full-test-glob	100644	e767e0231a1d36b23aa19be5d4de88c3835bb956	100644	e767e0231a1d36b23aa19be5d4de88c3835bb956	product_exact
app/tests/fixtures/async-protocol/cancel-receipt.json	app;full-test-glob	100644	74bc2e3861226c6ba584819123c0a7eafdb4d53b	100644	74bc2e3861226c6ba584819123c0a7eafdb4d53b	product_exact
app/tests/fixtures/async-protocol/legacy-task-created.json	app;full-test-glob	100644	0bed69e25fad8f203d5329943492dbea3758e102	100644	0bed69e25fad8f203d5329943492dbea3758e102	product_exact
app/tests/fixtures/async-protocol/malformed-async-fields.json	app;full-test-glob	100644	c5ec71d658c0aba16e774abc16fd2d52fbb762a9	100644	c5ec71d658c0aba16e774abc16fd2d52fbb762a9	product_exact
app/tests/fixtures/async-protocol/modern-task-accepted.json	app;full-test-glob	100644	628dc2903cfd904277d0c688ea87c5e24e2d88b0	100644	628dc2903cfd904277d0c688ea87c5e24e2d88b0	product_exact
app/tests/fixtures/async-protocol/partial-arguments.json	app;full-test-glob	100644	dbddc3d1e5f69a4d7f4c7df0b78cbe555b5b86c7	100644	dbddc3d1e5f69a4d7f4c7df0b78cbe555b5b86c7	product_exact
app/tests/fixtures/async-protocol/sync-call-result.json	app;full-test-glob	100644	9eb669d7988cd548781d9dfe1e07d54fa005903e	100644	9eb669d7988cd548781d9dfe1e07d54fa005903e	product_exact
app/tests/fixtures/async-task-view/scenario.mjs	app;full-test-glob	100644	ca9e59a8cd23deda7b65d6033f4a0a204cf8d200	100644	ca9e59a8cd23deda7b65d6033f4a0a204cf8d200	product_exact
app/tests/fixtures/async-task-view/synthetic.mjs	app;full-test-glob	100644	c3b1fb98d5b0dd0c9c868f344038b3da82eab352	100644	c3b1fb98d5b0dd0c9c868f344038b3da82eab352	product_exact
app/tests/fixtures/attention-actions.json	app;full-test-glob	100644	db488449b6b35e4ad2e80e66de7f91d6a9aca5bf	100644	db488449b6b35e4ad2e80e66de7f91d6a9aca5bf	product_exact
app/tests/fixtures/attention-ingest/github/scripted-notifications.mjs	app;full-test-glob	100644	89e14f75c452befe5beac9d65917f0d3fb38bb28	100644	89e14f75c452befe5beac9d65917f0d3fb38bb28	product_exact
app/tests/fixtures/attention-ingest/gmail/scripted-gmail.mjs	app;full-test-glob	100644	bfb53b1ed1deb7a36ac0c58296d62ac7c00c51f3	100644	bfb53b1ed1deb7a36ac0c58296d62ac7c00c51f3	product_exact
app/tests/fixtures/attention-trace/run-validation.mjs	app;full-test-glob	100644	1fe0e91e5abdce29782ffda4c1f21496df259861	100644	1fe0e91e5abdce29782ffda4c1f21496df259861	product_exact
app/tests/fixtures/attention-trace/validate.mjs	app;full-test-glob	100644	211e9e15673b9af24594773cc753471075fb028d	100644	211e9e15673b9af24594773cc753471075fb028d	product_exact
app/tests/fixtures/attention-trace/vectors.mjs	app;full-test-glob	100644	42acd59a7e56c468d539a418474fa8337c85cd4c	100644	42acd59a7e56c468d539a418474fa8337c85cd4c	product_exact
app/tests/fixtures/governance/packets.json	app;full-test-glob	100644	406529037b07d6f3f35c0bf6c4e34327a64eab2e	100644	406529037b07d6f3f35c0bf6c4e34327a64eab2e	product_exact
app/tests/fixtures/review-core-client/worker.py	app;full-test-glob	100755	7386de4e1d45e96983e2e0227789f0ec102b14ca	100755	7386de4e1d45e96983e2e0227789f0ec102b14ca	product_exact
app/tests/fixtures/review-provider/loopback.mjs	app;full-test-glob	100644	16faff88a5017a60f3bb139a547f8b98a18f0dff	100644	16faff88a5017a60f3bb139a547f8b98a18f0dff	product_exact
app/tests/fixtures/source-coordinates/corpus.json	app;full-test-glob	100644	513473190d370feaf9fe9aae5cc8cd4b280c5e48	100644	513473190d370feaf9fe9aae5cc8cd4b280c5e48	product_exact
app/tests/fixtures/spark-derivations/empty.json	app;full-test-glob	100644	81dbbfb2a04818c47e149bd46538a2695e455726	100644	81dbbfb2a04818c47e149bd46538a2695e455726	product_exact
app/tests/fixtures/spark-derivations/partial.json	app;full-test-glob	100644	dcb6a192ea9e6bbea3a46d6f0c37241446fe56ef	100644	dcb6a192ea9e6bbea3a46d6f0c37241446fe56ef	product_exact
app/tests/fixtures/spark-derivations/quiet.json	app;full-test-glob	100644	f88354d82ac798179b061cdc6b976fffefcc21df	100644	f88354d82ac798179b061cdc6b976fffefcc21df	product_exact
app/tests/fixtures/spark-derivations/stale.json	app;full-test-glob	100644	c503c5ab66e9bff5fc9564339be949be88e441ae	100644	c503c5ab66e9bff5fc9564339be949be88e441ae	product_exact
app/tests/fixtures/spark-derivations/truncated.json	app;full-test-glob	100644	26bd43c5235d58c8af6fac0f8e285e8ff2e010e6	100644	26bd43c5235d58c8af6fac0f8e285e8ff2e010e6	product_exact
app/tests/fixtures/work-core/attention-crash.py	app;full-test-glob	100644	01b21beac864574e912d4cabb673d4703dce76e5	100644	01b21beac864574e912d4cabb673d4703dce76e5	product_exact
app/tests/fixtures/work-core/attention-packets.json	app;full-test-glob	100644	e9ab7822f8bed596db51193e1ec0869145224a3b	100644	e9ab7822f8bed596db51193e1ec0869145224a3b	product_exact
